user_id,event,date,amount
user_121,paid_month_2,2024-10-01,990
user_121,paid_month_3,2024-11-19,990
user_122,registered,2024-12-22,0
user_122,paid_month_1,2024-12-21,990
user_123,registered,2024-01-02,0
user_124,registered,2024-06-04,0
user_124,paid_month_1,2024-06-15,990
user_124,paid_month_2,2024-07-21,990
user_125,registered,2024-09-22,0
user_126,registered,2024-05-01,0
user_126,paid_month_1,2024-05-03,990
user_126,paid_month_2,2024-06-17,990
user_126,paid_month_3,2024-07-03,990
user_127,registered,2024-11-17,0
user_128,registered,2024-12-16,0
user_129,registered,2024-02-28,0
user_130,registered,2024-12-25,0
user_131,registered,2024-12-21,0
user_131,paid_month_1,2024-12-16,990
user_131,paid_month_2,2024-01-03,990
user_131,paid_month_3,2024-02-22,990
user_132,registered,2024-05-25,0
user_133,registered,2024-11-21,0
user_134,registered,2024-10-05,0
user_134,paid_month_1,2024-10-21,990
user_134,paid_month_2,2024-11-10,990
user_134,paid_month_3,2024-12-05,990
user_135,registered,2024-01-16,0
user_136,registered,2024-05-22,0
user_137,registered,2024-04-22,0
user_137,paid_month_1,2024-04-23,990
user_137,paid_month_2,2024-05-15,990
user_137,paid_month_3,2024-06-25,990
user_138,registered,2024-02-18,0
user_139,registered,2024-02-16,0
user_140,registered,2024-08-03,0
user_140,paid_month_1,2024-08-15,990
user_140,paid_month_2,2024-09-13,990
user_141,registered,2024-04-03,0
user_141,paid_month_1,2024-04-05,990
user_141,paid_month_2,2024-05-09,990
user_141,paid_month_3,2024-06-05,990
user_142,registered,2024-10-27,0
user_142,paid_month_1,2024-10-09,990
user_142,paid_month_2,2024-11-23,990
user_143,registered,2024-08-16,0
user_143,paid_month_1,2024-08-06,990
user_144,registered,2024-08-22,0
user_144,paid_month_1,2024-08-10,990
user_144,paid_month_2,2024-09-14,990
user_145,registered,2024-06-04,0
user_145,paid_month_1,2024-06-01,990
user_146,registered,2024-06-27,0
user_146,paid_month_1,2024-06-07,990
user_146,paid_month_2,2024-07-24,990
user_147,registered,2024-06-03,0
user_147,paid_month_1,2024-06-28,990
user_147,paid_month_2,2024-07-12,990
user_147,paid_month_3,2024-08-25,990
user_148,registered,2024-05-28,0
user_149,registered,2024-02-02,0
user_149,paid_month_1,2024-02-10,990
user_149,paid_month_2,2024-03-05,990
user_150,registered,2024-05-14,0
user_150,paid_month_1,2024-05-07,990
user_150,paid_month_2,2024-06-26,990
user_150,paid_month_3,2024-07-01,990
user_151,registered,2024-11-13,0
user_151,paid_month_1,2024-11-18,990
user_151,paid_month_2,2024-12-24,990
user_152,registered,2024-12-14,0
user_152,paid_month_1,2024-12-25,990
user_153,registered,2024-05-16,0
user_154,registered,2024-09-05,0
user_155,registered,2024-07-11,0
user_156,registered,2024-05-24,0
user_156,paid_month_1,2024-05-21,990
user_157,registered,2024-11-08,0
user_157,paid_month_1,2024-11-18,990
user_157,paid_month_2,2024-12-04,990
user_158,registered,2024-03-03,0
user_159,registered,2024-08-18,0
user_160,registered,2024-06-25,0
user_160,paid_month_1,2024-06-05,990
user_160,paid_month_2,2024-07-08,990
user_161,registered,2024-06-18,0
user_162,registered,2024-04-12,0
user_163,registered,2024-10-07,0
user_163,paid_month_1,2024-10-24,990
user_163,paid_month_2,2024-11-13,990
user_163,paid_month_3,2024-12-17,990
user_164,registered,2024-04-13,0
user_165,registered,2024-01-16,0
user_166,registered,2024-06-05,0
user_166,paid_month_1,2024-06-17,990
user_166,paid_month_2,2024-07-28,990
user_166,paid_month_3,2024-08-03,990
user_167,registered,2024-05-08,0
user_167,paid_month_1,2024-05-21,990
user_168,registered,2024-05-28,0
user_168,paid_month_1,2024-05-01,990
user_169,registered,2024-07-23,0
user_169,paid_month_1,2024-07-26,990
user_170,registered,2024-10-16,0
user_171,registered,2024-07-27,0
user_171,paid_month_1,2024-07-15,990
user_171,paid_month_2,2024-08-08,990
user_171,paid_month_3,2024-09-08,990
user_172,registered,2024-03-05,0
user_172,paid_month_1,2024-03-22,990
user_173,registered,2024-12-23,0
user_173,paid_month_1,2024-12-25,990
user_173,paid_month_2,2024-01-03,990
user_173,paid_month_3,2024-02-02,990
user_174,registered,2024-01-26,0
user_175,registered,2024-10-02,0
user_175,paid_month_1,2024-10-10,990
user_175,paid_month_2,2024-11-21,990
user_176,registered,2024-11-14,0
user_176,paid_month_1,2024-11-04,990
user_177,registered,2024-05-17,0
user_177,paid_month_1,2024-05-07,990
user_178,registered,2024-04-26,0
user_178,paid_month_1,2024-04-01,990
user_178,paid_month_2,2024-05-15,990
user_179,registered,2024-06-21,0
user_179,paid_month_1,2024-06-08,990
user_180,registered,2024-04-18,0
user_181,registered,2024-07-23,0
user_181,paid_month_1,2024-07-02,990
user_182,registered,2024-08-22,0
user_182,paid_month_1,2024-08-03,990
user_183,registered,2024-11-14,0
user_183,paid_month_1,2024-11-08,990
user_183,paid_month_2,2024-12-23,990
user_184,registered,2024-07-12,0
user_184,paid_month_1,2024-07-07,990
user_185,registered,2024-05-24,0
user_185,paid_month_1,2024-05-03,990
user_186,registered,2024-04-10,0
user_186,paid_month_1,2024-04-07,990
user_187,registered,2024-04-09,0
user_187,paid_month_1,2024-04-10,990
user_188,registered,2024-10-16,0
user_188,paid_month_1,2024-10-08,990
user_189,registered,2024-11-02,0
user_189,paid_month_1,2024-11-05,990
user_189,paid_month_2,2024-12-02,990
user_190,registered,2024-10-05,0
user_190,paid_month_1,2024-10-23,990
user_191,registered,2024-07-15,0
user_191,paid_month_1,2024-07-11,990
user_191,paid_month_2,2024-08-03,990
user_191,paid_month_3,2024-09-11,990
user_192,registered,2024-04-06,0
user_192,paid_month_1,2024-04-17,990
user_192,paid_month_2,2024-05-02,990
user_193,registered,2024-12-13,0
user_193,paid_month_1,2024-12-11,990
user_194,registered,2024-02-01,0
user_195,registered,2024-02-12,0
user_195,paid_month_1,2024-02-04,990
user_195,paid_month_2,2024-03-25,990
user_196,registered,2024-06-25,0
user_196,paid_month_1,2024-06-27,990
user_196,paid_month_2,2024-07-03,990
user_197,registered,2024-08-07,0
user_197,paid_month_1,2024-08-15,990
user_198,registered,2024-06-24,0
user_198,paid_month_1,2024-06-01,990
user_198,paid_month_2,2024-07-08,990
user_198,paid_month_3,2024-08-25,990
user_199,registered,2024-07-02,0
user_199,paid_month_1,2024-07-15,990
user_200,registered,2024-01-09,0
